web-scraper-start-url,link_image-href,Details,Prix,Adresse
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=38,https://www.dakarvente.com/annonce-1410-appartement-ouakam.html,"Appartement 2 chambres, salon, balcon et espace familiale a louer .

tel : 786023030",300000.0,Plateau
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=38,https://www.dakarvente.com/annonce-1617-appartement-f3-louer.html,"Nous mettons ce magnifique appartement de deux chambres salon à louer.

située au cœur des almadies ,il se compose d'une cuisine équipée ,placards dans les chambres

la résidence a une piscine et parking sous sol.

Tel : 76498373 / 7338235850 / 776337278",1000000.0,Plateau
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=38,https://www.dakarvente.com/annonce-1618-appartement-louer.html,"Nous vous proposons dans un immeuble neuf au point e avec parking ,groupe électrogène ,ascenseur ,piscine ,salle de sport ,camera de surveillance et sécurité h24,un appartement haut de gamme très spacieux faisant 300m2 et très moderne composé de 3 chambres avec sdb ,dressing et split ,grande cuisine équipée avec de très belles finitions.merci de nous contacter pour plus d'info. 

Contact : 776432102",2000000.0,Plateau
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=38,https://www.dakarvente.com/annonce-1619-almadies-appartement.html,"Appartement à louer, disponible à ngor almadie en face de phillips moris. un appartement au 2étage de 2 chambresn une salle de bain intérieure, une toillette extérieure, un espace familliale, une cuisine, un balcon,  soupresseur, gardiennage 24/24 

Contact au 776560203 ou au 766047878",200000.0,Plateau
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=38,https://www.dakarvente.com/annonce-1621-appartement-a-louer-en-centre-ville.html,"Grand appart de 350m2 composé d’1 grand séjour avec terrasse, 1 cuisine équipée et aménagée, 1 chambre principale avec sdb et dressing, 3 chambres secondaires avec sdd et placards, wc visiteurs, dépendances domestiques avec 1 chambre et sdd, ge, ascenseurs, et parking sous-sol. 

Tel : 776389812",2000000.0,Plateau
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=38,https://www.dakarvente.com/annonce-1620-a-louer-un-appartement-grand-standing.html,"Bonjour, nous mettons en location un appartement un simplex f4 dans un immeuble neuf au quartier résidentiel de yoff virage. construit dans un style moderne très fonctionnel alliant luxe et confort, spacieux, non loin de l’océan avec parking couvert, ascenseur, groupe électrogène, gardiennage 24h/24 disponible fin janvier 2019.

Tel : 775594378",900000.0,Plateau
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=38,https://www.dakarvente.com/annonce-1724-appartements-trs-grand-standing-aux-almadies-avec-piscine.html,"Appartements très grand standing aux almadies avec piscine composés 3 chambres avec salles de bain, placards, g-séjour, balcons, wc, cuisine équipée à l’européenne avec four et frigo, ascenseur, groupe électrogène, service de sécurité extérieur, parking au sous sol. 

Tel : 338202044",1500000.0,Plateau
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=38,https://www.dakarvente.com/annonce-2093-appartement-f4-neuf-calme-et-securis.html,"Appartement situé dans une residence sise au nord de zac mbao, à moins de 5 minutes de la sortie n•9 de l'autoroute à peage. À 20 minutes de trajet par voiture pour dakar ville et 30 minutes pour diamniadio.

situé dans un quartier calme marqué par la proximité de commodités : station servive, commerces, clinique, hopitaux, ecoles de qualité.

appartement situé au 2eme étage d'un immeuble de 3 étages avec une bonne exposition au soleil et une bonne aération naturelle. la terrasse de l'immeuble est accessible et comporte une buanderie avec plusieurs lignes pour le linge. presence de surpresseurs et de plusieurs places de parking securisées dans la cité.

appartement composé de:

chambre parent: 12 ( m2)

toilette incorporée: 02 (m2)

toilette visiteur: 02 (m2)

chambre enfant: 09 (m2)

chambre d'ami: 09 (m2)

salon: 17 (m2)

cuisine: 4,95 (m2)

balcon: 04 (m2)

la securité, la salubrité et la gestion des espaces communs est pris en charge par un syndic de coproprièté dont les frais s'élèvent à 11000 franc et sont à la charge du locataire.",125000.0,Plateau
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=38,https://www.dakarvente.com/annonce-2330-appartement.html,Appartement 3 ch + grand salon + balcon + cuisine + 2 sdb spacieux (1er et 2ém étage ).,125000.0,Keur Massar
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=38,https://www.dakarvente.com/annonce-2462-appartement-meubl.html,"Nous vous proposons un ensemble d'appartements neufs du simple une pièce aux 2, 3 et 4 pièces.

tout est entièrement climatisé et équipé.

salon cuir, tv, avec toutes les chaines sport et canal+, wi-fi

eau chaude solaire

gardien 24h/24

.

contact:

77 639 68 32

77 348 85 71

76 644 28 68",20000.0,Almadies
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=38,https://www.dakarvente.com/annonce-2556-appartement-2ch-salon-cit-magistrats-cices-foire.html,"Bonjour, nous mettons en location un appartement composé de 2 chambres+ 2 toilettes+ salon+ cuisine au rez de chaussée, entrée indépendante. Il se trouve à cité des Magistrats de la foire, cité sécurisée, calme et accessible. Mensualité 225000f. contact 775067090 ou 762745639",215000.0,Dakar
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=38,https://www.dakarvente.com/annonce-2584-appartement-louer-aux-parcelles-assainies-unit-8.html,Nous vous proposons un joli appartement à l'unité 8 des parcelles assainies composé de 3 chambres salon fermé toilettes.,200000.0,Parcelles assainies
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=38,https://www.dakarvente.com/annonce-2595-appartement-louer-rdc-2ch-salon-cit-magistrats-cices-foire.html,"Bonjour, nous mettons en location un appartement composé de 2 chambres+ 2 toilettes+ salon+ cuisine au rez de chaussée, entrée indépendante. Il se trouve à cité des Magistrats de la foire, cité sécurisée, calme et accessible. Mensualité 215000f, condition 3 mois. contact 775067090 ou 762745639 ou 70 8793933",215000.0,Sud Foire
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=38,https://www.dakarvente.com/annonce-2635-appartement-louer-rdc-2ch-salon-cit-magistrats-cices-foire.html,"Bonjour, nous mettons en location un appartement composé de 2 chambres+ 3 toilettes+ salon+ cuisine au rez de chaussée, entrée indépendante. Il se trouve à cité des Magistrats de la foire, cité sécurisée, calme et accessible. Mensualité 215000f. contact 775067090 ou 762745639",225000.0,Sud Foire
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=38,https://www.dakarvente.com/annonce-2051-appartement-a-louer-grand-mbao.html,Appartement a louer a grand mbao 2 chambres salon plus cuisine en face route nationale.,110000.0,Plateau
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=38,https://www.dakarvente.com/annonce-2849-a-louer-des-appartements-neufs-aux-mamelles-aroports.html,Nous mettons en location des appartements neufs climatises aux mamelles aéroports très spacieux de 3 chambres dont 2 avec salle de bain incorporées grande cuisine équipée avec groupe électrogène,500000.0,Mamelles
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=38,https://www.dakarvente.com/annonce-2868-loue-appart-meublee-a-partir-de-15000.html,"loue appart meublee 1 chambre salon climatise,wifi,chauffe eau,tv ecran plat",15000.0,Liberté 6
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=38,https://www.dakarvente.com/annonce-2837-bel-appartement-ngor-almadie.html,"On loue un bel appartement dans un immeuble neuf avec parking composé de trois chambres, d'un grand salon, d'une grande cuisine avec placards ,de deux grandes salle de bains avec chauffe eaux et un debara.",400000.0,Almadies
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=38,https://www.dakarvente.com/annonce-2974-appartement-meubl-la-cit-keur-gorgui.html,"Appartement meublé à louer à cité keur gogrui composé de 2 chambres salon cuisine, 2 toilettes + canal + wifi + climatisation + femme de ménage + gardien. calme et bien meublé.",35000.0,Dakar
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=38,https://www.dakarvente.com/annonce-3297-appartements-louer.html,"appartements haute standing avec piscine à louer aux almadies 2 chambres salon à 600.000 f et 3 chambres salon à 800.000 f



appartement à louer 3 chambres salon batrain mermoz à 300.000f



appartement à louer à ouest foire 3 chambres salon à 250.000f



appartement à louer 3 chambres salon cité keur gorgui à 500.000 f et 700.000 f



appartement à louer 3 chambres salon à yoff virage à 400.000f



appartement à louer 3 chambres salon ngor-almadies 400.000f



appartement à louer 2 chambres salon cité biagui 300.000f



studio chambre salon avec deux toilettes à louer nord-foire 175.000f



appartement à louer 2 chambres salon ouakam (case des touts petits) 175.000f



Pour plus d'information appeler nous ou rendez-vous à l'agence sis ngor-almadies",300000.0,Almadies
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=38,https://www.dakarvente.com/annonce-3430-studio-meubl-louer-cit-keur-gorgui.html,"Studio meublé à Louer par jour à la Cité Keur Gorgui composé de 1 chambre salon cuisine canal wifi chauffe-eau, femme de ménage, gardien et accueillant.",30000.0,Cité Keur Gorgui
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=37,https://www.dakarvente.com/annonce-3431-appartement-et-studio-a-louer-au-point-e.html,APPARTEMENT A LOUER AU POINT E COMPOSE DE 2 CHAMBRES+ SALON+ CUISINE+ TOILETTES+ DANS UN ENDROIT CALME ET SÉCURISÉ ET UN STUDIO 1 CHAMBRE+ CUISINE+ 2 TOILETTES AU POINT,400000.0,Point E
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=37,https://www.dakarvente.com/annonce-3611-appartement-a-louer.html,2 Chambres salon dans un appartement neuf au 7 étage  avec une superbe terrasse à Ngor Almasies.,1300000.0,Almadies
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=37,https://www.dakarvente.com/annonce-3612-appartement-a-vendre.html,Au rez-de-chaussée d'un immeuble situé à Ouakam . un magnifique appartement composé de 2 chambres salon de 120m² avec une cour et arriere. Prix 45 000 000f,1300000.0,Almadies
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=37,https://www.dakarvente.com/annonce-3932-appartement-louer.html,"Appartement de 2 chambres, sbd, salon, cuisine,espace familial, toilette visiteur, balcon, situé non loin de la station touba oïl derrière la lonase, immeuble accessible, avec gardien, pompe et suppresseur.",190000.0,Sicap Foire
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=37,https://www.dakarvente.com/annonce-4283-studio-dakar-plateau.html,"Nous vous proposons en location un appartement en centre ville composé de 1 chambre, 1 salon, salle de bain. L'appartement se situe dans une zone accessible et sécurisée. Merci  de me contacter pour plus de précisions.",250000.0,Plateau
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=37,https://www.dakarvente.com/annonce-4337-je-cherche-un-studio-ou-appartement.html,"Je cherche un appartement ou studio avec 2 chambres , 2 ou 1 sale de bain,  cuisine à louer

Cartier : mermoz et ouakam",130000.0,Ouakam
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=37,https://www.dakarvente.com/annonce-4414-je-cherche-un-appartement-louer-150000-dakar.html,Je suis à la recherche d'un appartement à Dakar à 150000fr,150.0,Dakar
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=37,https://www.dakarvente.com/annonce-4631-studio-en-location-la-nuite-saly.html,"Des studio disponible en location à la nuitée à saly, très spacieux avec piscine.

Pour plus d'information veillez contacter: 77 418 07 42",40000.0,Saly
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=37,https://www.dakarvente.com/annonce-4709-appartement-a-louer-a-ngor.html,Appartement a louer a Ngor 3 chambres salon cuisine 2 toilettes wifi menage location par jour 35000. Possibilité de réduction pour une long durée,35000.0,Ngor
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=37,https://www.dakarvente.com/annonce-4718-appartement-a-louer-mamelles.html,Appartement a louer Mamelles 2 chambres salon cuisine toilettes. Niveau étage 2éme prix par mois 275000,275000.0,Mamelles
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=37,https://www.dakarvente.com/annonce-4741-cherche-un-appartement-f4.html,"Bonjour, je cherche un appartement de type F4 dans un immeuble propre et sécurisé dans les alentours de Sacré coeur3, Liberté6vdn, sicap foire, scat urbam: budget 200.000....pour fin novembre",200.0,VDN
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=37,https://www.dakarvente.com/annonce-4776-peintre-dcorateur.html,Peintre décoration chambre salon studio maison appelez moi au 78 2273998,30000.0,Almadies
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=37,https://www.dakarvente.com/annonce-4789-appartement-louer-aux-mamelles.html,"Appartement à louer aux Mamelles

Appartement à louer aux Mamelles composé de 3 chambres salon cuisine 3 toilettes niveau étage 4 placement calme et sécuriser. Plus d'infos contacter taif immobilier",300000.0,Mamelles
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=37,https://www.dakarvente.com/annonce-4791-appartement-louer-aux-mamelles.html,"Appartement à louer aux mamelles

Appartement à louer aux mamelles extension composé de 2 chambres salon cuisine 2 toilettes au rez de chaussée. Plus d'infos contacter taif immobilier",275000.0,Mamelles
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=37,https://www.dakarvente.com/annonce-4794-appartement-meubl-la-cit-keur-gorgui.html,"Appartement meublé à la cité keur gorgui

Appartement meublé à louer à cité keur gorgui, de 2 chambres +salon + cuisine + 2 toilettes + canal + wifi + climatisation + dans un endroit + calme + sécurisé; y compris une femme de ménage et un gardien non loin de Auchan toutes les charges y sont comprises",35000.0,Cité Keur Gorgui
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=37,https://www.dakarvente.com/annonce-4821-appartement-meubl-la-cit-keur-gorgui.html,"Appartement meublé à la cité keur gorgui

Appartement meublé à louer à cité keur gorgui, de 2 chambres +salon + cuisine + 2 toilettes + canal + wifi + climatisation + dans un endroit + calme + sécurisé; y compris une femme de ménage et un gardien non loin de Auchan toutes les charges y sont comprises.",35000.0,Cité Keur Gorgui
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=37,https://www.dakarvente.com/annonce-4823-appartement-louer-aux-mamelles.html,"Appartement à louer aux mamelles

Appartement à louer aux mamelles extension composé de 2 chambres salon cuisine 2 toilettes au rez de chaussée. Plus d'infos contacter taif immobilier",275000.0,Mamelles
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=37,https://www.dakarvente.com/annonce-4922-appartement-moderne.html,"Magnifique appartement sécurisé à louer à Saint-Louis, 2 chambres, salon, placards, 2 toilettes avec cabine de douche, eau chaude, cuisine avec hotte, cuve d'eau individuelle, installation TV, téléphone, vidéophone. Tél: 775095132",175000.0,Saint Louis
